text,source,topic
"Among other things, a kernel module can implement ad e v i c ed r i v e r ,aﬁ l es y s t e m ,o ran e t w o r k",textbook_chunk_881,file_systems
i n gp r o t o c o l .,textbook_chunk_882,file_systems
Kernel modules are convenient for several reasons.,textbook_chunk_883,file_systems
"Linuxs source code is free, so anybody wanting to write kernel code is able to compile a modiﬁed kernel and to reboot into that new functionality.",textbook_chunk_884,file_systems
"However, recompiling, relinking, and reloading the entire kernel is a cumbersome cycle to undertake when you are developing a new driver.",textbook_chunk_885,file_systems
"If you use kernel modules, you do not have to make a new kernel to test a new driverthe driver can be compiled on its own and loaded into the already running kernel.",textbook_chunk_886,file_systems
"Of course, once a new driver is written, it can be distributed as a module so that other users can beneﬁt from it without having to rebuild their kernels.",textbook_chunk_887,file_systems
This latter point has another implication.,textbook_chunk_888,file_systems
"Because it is covered by the GPL license, the Linux kernel canno tb er e l e a s e dw",textbook_chunk_889,file_systems
i t hp r o p r i e t a r yc o m p o n e n t s added to it unless those new compone nts are also released under the GPL and the source code for them is made available on demand.,textbook_chunk_890,file_systems
"The kernels module interface allows third parties to write and distribute, on their own terms, device drivers or ﬁle systems that could not be distributed under the GPL.",textbook_chunk_891,file_systems
"Kernel modules allow a Linux system to be set up with a standard minimal kernel, without any extra device drivers built in.",textbook_chunk_892,file_systems
Any device drivers that the user needs can be either loaded explicitly by the system at startup or loaded automatically by the system on demand and unloaded when not in use.,textbook_chunk_893,file_systems
"For example, a mouse driver can be loaded when a USB mouse is plugged into the system and unloaded when the mouse is unplugged.",textbook_chunk_894,file_systems
The module support under Linux has four components: 1.The module-management system allows modules to be loaded into memory and to communicate with the rest of the kernel.,textbook_chunk_895,file_systems
"2.The module loader and unloader ,w h",textbook_chunk_896,file_systems
i c ha r eu s e r - m o d eu t,textbook_chunk_897,file_systems
"i t i e s ,w o r k with the module-management system to load a module into memory.",textbook_chunk_898,file_systems
3.The driver-registration system allows modules to tell the rest of the kernel that a new driver has become available.,textbook_chunk_899,file_systems
4.Aconﬂict-resolution mechanism allows different device drivers to reserve hardware resources and to protect those resources from accidental use by another driver.,textbook_chunk_900,file_systems
Module Management Loading a module requires more than just loading its binary contents into kernel memory.,textbook_chunk_901,file_systems
The system must also make sure that any references the,textbook_chunk_902,file_systems
The Linux System process copies the pages contents to a brand-new page of physical memory and uses its copy instead.,textbook_chunk_903,memory_management
This mechanism ensures that private data pages are shared between processes whenever possib le and copies are made only when absolutely necessary.,textbook_chunk_904,memory_management
18.6.2.3 Swapping and Paging An important task for a virtual memory system is to relocate pages of memory from physical memory out to disk when that memory is needed.,textbook_chunk_905,memory_management
"Early UNIX systems performed this relocation by swapping out the contents of entire processes at once, but modern versions of UNIX rely more on pagingthe movement of individual pages of virtual memory between physical memory and disk.",textbook_chunk_906,memory_management
Linux does not implement whole-process swapping; it uses the newer paging mechanism exclusively.,textbook_chunk_907,memory_management
The paging system can be divided into two sections.,textbook_chunk_908,memory_management
"First, the policy algorithm decides which pages to write out to disk and when to write them.",textbook_chunk_909,memory_management
"Second, the paging mechanism carries out the transfer and pages data back into physical memory when they are needed again.",textbook_chunk_910,memory_management
Linuxs pageout policy uses a modiﬁed version of the standard clock (or second-chance),textbook_chunk_911,memory_management
algorithm described in Section 9.4.5.2.,textbook_chunk_912,memory_management
"Under Linux, a multiple- pass clock is used, and every page has an agethat is adjusted on each pass of the clock.",textbook_chunk_913,memory_management
"The age is more precisely a measure of the pages youthfulness, or how much activity the page has seen recently.",textbook_chunk_914,memory_management
"Frequently accessed pages will attain a higher age value, but the age of infrequently accessed pages will drop toward zero with each pass.",textbook_chunk_915,memory_management
This age valuing allows the pager to select pages to page out based on a least frequently used ( LFU)p o l i c y .,textbook_chunk_916,memory_management
The paging mechanism supports pagin gb o t ht,textbook_chunk_917,memory_management
"i c a t e ds w a pd e v i c e s and partitions and to normal ﬁles, although swapping to a ﬁle is signiﬁcantly slower due to the extra overhead incurred by the ﬁle system.",textbook_chunk_918,memory_management
"Blocks are allocated from the swap devices according to a bitmap of used blocks, which is maintained in physical memory at all times.",textbook_chunk_919,memory_management
The allocator uses a next-ﬁt algorithm to try to write out pages to continuous runs of disk blocks for improved performance.,textbook_chunk_920,memory_management
"The allocator records the fact that a page has been paged out to disk by using a feature of the page tables on modern processors: the page-table entrys page-not-present bit is set, allowing the rest of the page- table entry to be ﬁlled with an index identifying where the page has been written.",textbook_chunk_921,memory_management
"18.6.2.4 Kernel Virtual Memory Linux reserves for its own internal use a constant, architecture-dependent region of the virtual address space of every process.",textbook_chunk_922,memory_management
"The page-table entries that map to these kernel pages are marked as protected, so that the pages are not visible or modiﬁable when the processor is running in user mode.",textbook_chunk_923,memory_management
This kernel virtual memory area contains two regions.,textbook_chunk_924,memory_management
"The ﬁrst is a static area that contains page-table references to every available physical page of memory in the system, so that a simple translation from physical to virtual addresses occurs when kernel code is run.",textbook_chunk_925,memory_management
"The core of the kernel, along with all pages allocated by the normal page allocator, resides in this region.",textbook_chunk_926,memory_management
rogramming 167 AMDAHLS LAW Amdahls Law is a formula that identiﬁes potential performance gains from adding additional computing cores to an application that has both serial (nonparallel) and parallel components.,textbook_chunk_927,general
"If Sis the portion of the application that must be performed serially on a system with Nprocessing cores, the formula appears as follows: speedup 1 S(1S) N",textbook_chunk_928,general
"As an example, assume we have an application that is 75 percent parallel and 25 percent serial.",textbook_chunk_929,general
"If we run this application on a system with two processing cores, we can get a speedup of 1.6 times.",textbook_chunk_930,general
"If we add two additional cores (for a total of four), the speedup is 2.28 times.",textbook_chunk_931,general
"One interesting fact about Amdahls Law is that as Napproaches inﬁnity, the speedup converges to 1 S.F o re x a m p l e ,i f4 0p e r c e n to fa na p p l",textbook_chunk_932,general
"i o n is performed serially, the maximum speedup is 2.5 times, regardless of the number of processing cores we add.",textbook_chunk_933,general
This is the fundamental principle behind Amdahls Law: the serial portion of an application can have a disproportionate effect on the performance we gain by adding additional computing cores.,textbook_chunk_934,general
Some argue that Amdahls Law does not take into account the hardware performance enhancements used in the design of contemporary multicore systems.,textbook_chunk_935,general
Such arguments suggest Amdahls Law may cease to be applicable as the number of processing cores continues to increase on modern computer systems.,textbook_chunk_936,general
"the system, thereby allowing each process to make progress.",textbook_chunk_937,general
"Such processes were running concurrently, but not in parallel.",textbook_chunk_938,general
"As systems have grown from tens of threads to thousands of threads, CPU designers have improved system performance by adding hardware to improve thread performance.",textbook_chunk_939,general
"Modern Intel CPUs frequently support two threads per core, while the Oracle T4 CPU supports eight threads per core.",textbook_chunk_940,general
This support means that multiple threads can be loaded into the core for fast switching.,textbook_chunk_941,general
Multicore computers will no doubt continue to increase in core counts and hardware thread support.,textbook_chunk_942,general
4.2.1 Programming Challenges The trend towards multicore systems continues to place pressure on system designers and application programmers to make better use of the multiple computing cores.,textbook_chunk_943,general
Designers of operating systems must write scheduling algorithms that use multiple processing cores to allow the parallel execution shown in Figure 4.4.,textbook_chunk_944,general
"For application programmers, the challenge is to modify existing programs as well as design new programs that are multithreaded.",textbook_chunk_945,general
"In general, ﬁve areas present challenges in programming for multicore systems:",textbook_chunk_946,general
ain Memory One solution to the problem of external fragmentation is compaction .T,textbook_chunk_947,general
h e goal is to shufﬂe the memory contents so as to place all free memory together in one large block.,textbook_chunk_948,general
"Compaction is not always possible, however.",textbook_chunk_949,general
"If relocation is static and is done at assembly or load time, compaction cannot be done.",textbook_chunk_950,general
It is possible only if relocation is dynamic and is done at execution time.,textbook_chunk_951,general
"If addresses are relocated dynamically, relocation r equires only moving the program and data and then changing the base register to reﬂect the new base address.",textbook_chunk_952,general
"When compaction is possible, we must determine its cost.",textbook_chunk_953,general
"The simplest compaction algorithm is to move all processes toward one end of memory; all holes move in the other direction, producing one large hole of available memory.",textbook_chunk_954,general
This scheme can be expensive.,textbook_chunk_955,general
"Another possible solution to the external-fragmentation problem is to permit the logical address space of the processes to be noncontiguous, thus allowing a process to be allocated physical memory wherever such memory is available.",textbook_chunk_956,general
Two complementary techniques achieve this solution: segmentation (Section 8.4) and paging (Section 8.5).,textbook_chunk_957,general
These techniques can also be combined.,textbook_chunk_958,general
Fragmentation is a general problem in computing that can occur wherever we must manage blocks of data.,textbook_chunk_959,general
We discuss the topic further in the storage management chapters (Chapters 10 through and 12).,textbook_chunk_960,general
"8.4 Segmentation As weve already seen, the users view of memory is not the same as the actual physical memory.",textbook_chunk_961,general
This is equally true of the programmers view of memory.,textbook_chunk_962,general
"Indeed, dealing with memory in terms of its ph ysical properties is inconvenient to both the operating system and the programmer.",textbook_chunk_963,general
What if the hardware could provide a memory mechanism that mapped the programmers view to the actual physical memory?,textbook_chunk_964,general
"The system would have more freedom to manage memory, while the programmer would have a more natural programming environment.",textbook_chunk_965,general
Segmentation provides such a mechanism.,textbook_chunk_966,general
"8.4.1 Basic Method Do programmers think of memory as a linear array of bytes, some containing instructions and others containing data?",textbook_chunk_967,general
Most programmers would say no.,textbook_chunk_968,general
"Rather, they prefer to view memory as a collection of variable-sized segments, with no necessary ordering among the segments (Figure 8.7).",textbook_chunk_969,general
"When writing a program, a programmer thinks of it as a main program with a set of methods, procedures, or functions.",textbook_chunk_970,general
"It may also include various data structures: objects, arrays, stacks, variables, and so on.",textbook_chunk_971,general
Each of these modules or data elements is referred to by name.,textbook_chunk_972,general
"The programmer talks about the stack,  the math library, and the main program without caring what addresses in memory these elements occupy.",textbook_chunk_973,general
She is not concerned with whether the stack is stored before or after the Sqrt() function.,textbook_chunk_974,general
"Segments vary in length, and the length of each is intrinsically deﬁned by its purpose in the program.",textbook_chunk_975,general
"Elements within a segment are identiﬁed by their offset from the beginning of the segment: the ﬁrst statement of the program, the seventh stack frame entry in the stack, the ﬁfth instruction of the Sqrt() ,a n ds oo n .",textbook_chunk_976,general
Segmentation is a memory-management scheme that supports this pro- grammer view of memory.,textbook_chunk_977,general
A logical address space is a collection of segments.,textbook_chunk_978,general
"PU Scheduling As a result, the scheduler for a real-time operating system must support a priority-based algorithm with preemption.",textbook_chunk_979,general
Recall that priority-based schedul- ing algorithms assign each process a priority based on its importance; more important tasks are assigned higher priorities than those deemed less impor- tant.,textbook_chunk_980,general
"If the scheduler also supports preemption, a process currently running on the CPU will be preempted if a higher-priority process becomes available to run.",textbook_chunk_981,general
"Preemptive, priority-based scheduling algorithms are discussed in detail in Section 6.3.3, and Section 6.7 presen ts examples of the soft real-time scheduling features of the Linux, Windows, and Solaris operating systems.",textbook_chunk_982,general
Each of these systems assigns real-time processes the highest scheduling priority.,textbook_chunk_983,general
"For example, Windows has 32 different priority levels.",textbook_chunk_984,general
The highest levelspriority values 16 to 31are reserved for real-time processes.,textbook_chunk_985,general
Solaris and Linux have similar prioritization schemes.,textbook_chunk_986,general
"Note that providing a preemptive, priority-based scheduler only guaran- tees soft real-time functionality.",textbook_chunk_987,general
"Hard real-time systems must further guarantee that real-time tasks will be serviced in accord with their deadline requirements, and making such guarantees requires additional scheduling features.",textbook_chunk_988,general
"In the remainder of this section, we cover scheduling algorithms appropriate for hard real-time systems.",textbook_chunk_989,general
"Before we proceed with the details of the individual schedulers, however, we must deﬁne certain characteristics of the processes that are to be scheduled.",textbook_chunk_990,general
"First, the processes are considered periodic .",textbook_chunk_991,general
"That is, they require the CPU at constant intervals (periods).",textbook_chunk_992,general
"Once a periodic process has acquired the CPU,i t has a ﬁxed processing time t,ad e a d l",textbook_chunk_993,general
"i n e dby which it must be serviced by the CPU,a n dap e r i o",textbook_chunk_994,general
i po ft h ep r o c e s s i n gt,textbook_chunk_995,general
"i n e ,a n d the period can be expressed as 0 tdp.",textbook_chunk_996,general
T h e rate of a periodic task is 1 p. Figure 6.15 illustrates the execution of a periodic process over time.,textbook_chunk_997,general
Schedulers can take advantage of these characteristics and assign priorities according to a processs deadline or rate requirements.,textbook_chunk_998,general
What is unusual about this form of scheduling is that a process may have to announce its deadline requirements to the scheduler.,textbook_chunk_999,general
"Then, using a technique known as an admission-control algorithm, the scheduler does one of two things.",textbook_chunk_1000,general
"It either admits the process, guaranteeing that the process will complete on time, or rejects the request as impossible if it cannot guarantee that the task will be serviced by its deadline.",textbook_chunk_1001,general
period 1 period 2 period 3Timeppp d,textbook_chunk_1002,general
d d tt t Figure 6.15 Periodic task.,textbook_chunk_1003,general
"d File Systems 769 ﬁle is identiﬁed uniquely by the name host:local-name, where local-name is a UNIX -like path.",textbook_chunk_1004,general
The Internet URL system also uses this approach.,textbook_chunk_1005,general
This naming scheme is neither location transparent nor location independent.,textbook_chunk_1006,general
"The DFS is structured as a collection of isolated component units, each of which is an entire conventional ﬁle system.",textbook_chunk_1007,general
"Component units remain isolated, although means are provided to refer to remote ﬁles.",textbook_chunk_1008,general
We do not consider this scheme any further here.,textbook_chunk_1009,general
"The second approach was popularized by Suns network ﬁle system, NFS.NFS is found in many systems, including UNIX and Linux distributions.",textbook_chunk_1010,general
"NFS provides a means to attach remote directories to local directories, thus giving the appearance of a coherent directory tree.",textbook_chunk_1011,general
Early NFS versions allowed only previously mounted remote directories to be accessed transparently.,textbook_chunk_1012,general
The advent of the automount feature allowed mounts to be done on demand based on a table of mount points and ﬁle-structure names.,textbook_chunk_1013,general
"Components are integrated to support transparent sharing, but this integration is limited and is not uniform, because each machine may attach different remote directories to its tree.",textbook_chunk_1014,general
The resulting structure is versatile.,textbook_chunk_1015,general
We can achieve total integration of the component ﬁle systems by using the third approach.,textbook_chunk_1016,general
"Here, a single global name structure spans all the ﬁles in the system.",textbook_chunk_1017,general
"Ideally, the composed ﬁle-system structure is the same as the structure of a conventional ﬁle system.",textbook_chunk_1018,general
"In practice, however, the many special ﬁles (for example, UNIX device ﬁles and machine-speciﬁc binary directories) make this goal difﬁcult to attain.",textbook_chunk_1019,general
"To evaluate naming structures, we look at their administrative complexity.",textbook_chunk_1020,general
The most complex and most difﬁcult-to- maintain structure is the NFS structure.,textbook_chunk_1021,general
"Because any remote directory can be attached anywhere onto the local directory tree, the resulting hierarchy can be highly unstructured.",textbook_chunk_1022,general
"If a server be comes unavailable, some arbitrary set of directories on different machines becomes unavailable.",textbook_chunk_1023,general
"In addition, a separate accreditation mechanism controls which machine is allowed to attach which directory to its tree.",textbook_chunk_1024,general
"Thus, a user might be able to access a remote directory tree on one client but be denied access on another client.",textbook_chunk_1025,general
17.9.1.3 Implementation Techniques Implementation of transparent naming requires a provision for the mapping of a ﬁle name to the associated location.,textbook_chunk_1026,general
"To keep this mapping manageable, we must aggregate sets of ﬁles into component units and provide the mapping on a component-unit basis rather than on a single-ﬁle basis.",textbook_chunk_1027,general
This aggregation serves administrative purposes as well.,textbook_chunk_1028,general
UNIX -like systems use the hierarchical directory tree to provide name-to-location mapping and to aggregate ﬁles recursively into directories.,textbook_chunk_1029,general
"To enhance the availability of the crucial mapping information, we can use replication, local caching, or both.",textbook_chunk_1030,general
"As we noted, location independence means that the mapping changes over time.",textbook_chunk_1031,general
"Hence, replicating the mapping makes a simple yet consistent update of this information impossible.",textbook_chunk_1032,general
"To overcome this obstacle, we can introduce low-level, location-independent ﬁle identiﬁers .",textbook_chunk_1033,general
( O p e n AFSuses this approach.),textbook_chunk_1034,general
Textual ﬁle names are mapped to lower-level ﬁle identiﬁers that indi cate to which component unit the ﬁle belongs.,textbook_chunk_1035,general
These identiﬁers are still location independent.,textbook_chunk_1036,general
They can be replicated and cached freely without being in validated by migration of component,textbook_chunk_1037,general
"i p r o c e s s o r .I ft h e r ei so n l yo n eg e n e r a l - p u r p o s e CPU, then the system is as i n g l e - p r o c e s s o rs y s t e m .",textbook_chunk_1038,process_management
"Multiprocessor Systems Within the past several years, multiprocessor systems (also known as parallel systems ormulticore systems ) have begun to dominate the landscape of computing.",textbook_chunk_1039,process_management
"Such systems have two or more processors in close communication, sharing the computer bus and sometimes the clock, memory, and peripheral devices.",textbook_chunk_1040,process_management
Multiprocessor systems ﬁrst appeared prominently appeared in servers and have since migrated to desktop and laptop systems.,textbook_chunk_1041,process_management
"Recently, multiple processors have appeared on mobile devices such as smartphones and tablet computers.",textbook_chunk_1042,process_management
Multiprocessor systems have three main advantages: 1.Increased throughput .B,textbook_chunk_1043,process_management
"i n gt h en u m b e ro fp r o c e s s o r s ,w ee x p e c t to get more work done in less time.",textbook_chunk_1044,process_management
"The speed-up ratio with Nprocessors is not N,however; rather, it is less than N.When multiple processors cooperate on a task, a certain amount of overhead is incurred in keeping all the parts working correctly.",textbook_chunk_1045,process_management
"This overhead, plus contention for shared resources, lowers the expected gain from additional processors.",textbook_chunk_1046,process_management
"Similarly, Nprogrammers working closely together do not produce Ntimes the amount of work a single programmer would produce.",textbook_chunk_1047,process_management
2.Economy of scale .M,textbook_chunk_1048,process_management
"u l t i p r o c e s s o rs y s t e m sc a nc o s tl e s st h a ne q u i v a l e n t multiple single-processor systems, because they can share peripherals, mass storage, and power supplies.",textbook_chunk_1049,process_management
"If several programs operate on the same set of data, it is cheaper to store those data on one disk and to have all the processors share them than to have many computers with local disks and many copies of the data.",textbook_chunk_1050,process_management
3.Increased reliability .,textbook_chunk_1051,process_management
"If functions can be distributed properly among several processors, then the failure of one processor will not halt the system, only slow it down.",textbook_chunk_1052,process_management
"If we have ten processors and one fails, then each of the remaining nine processors can pick up a share of the work of the failed processor.",textbook_chunk_1053,process_management
"Thus, the entire system runs only 10 percent slower, rather than failing altogether.",textbook_chunk_1054,process_management
Increased reliability of a computer system is crucial in many applications.,textbook_chunk_1055,process_management
"The ability to continue providing service proportional to the level of surviving hardware is called graceful degradation .S o m es y s t e m sg ob e y o n dg r a c e f u l degradation and are called fault tolerant ,b e c a u s et h e yc a ns u f f e raf a i l u r eo f any single component and still continue operation.",textbook_chunk_1056,process_management
Fault tolerance requires am e c h,textbook_chunk_1057,process_management
i s mt oa l l o wt h ef a,textbook_chunk_1058,process_management
"i l u r et ob ed e t e c t e d ,d",textbook_chunk_1059,process_management
"i a g n o s e d ,a n d ,i fp o s s i b l e , corrected.",textbook_chunk_1060,process_management
The HPNonStop (formerly Tandem) system uses both hardware and software duplication to ensure continued operation despite faults.,textbook_chunk_1061,process_management
"The system consists of multiple pairs of CPUs, working in lockstep.",textbook_chunk_1062,process_management
Both processors in the pair execute each instruction and compare the results.,textbook_chunk_1063,process_management
"If the results differ, then one CPU of the pair is at fault, and both are halted.",textbook_chunk_1064,process_management
"The process that was being executed is then moved to another pair of CPUs, and the instruction that failed",textbook_chunk_1065,process_management
